Auction_key,Auction_seq,Regist_type,Regist_class,Regist_date,Creditor,Regist_price
2640,10002,Registered building set,compulsion,20161118,Private,0
2640,10003,Registered building set,provisional attachment,20161212,Public,8403334
2640,10004,Registered building set,random auction,20170120,Public,0
2640,10005,Registered building set,mortgage,20150401,Public,145200000
2641,10001,Registered building set,ownership transfer,19870513,Private,0
2641,10002,Registered building set,random auction,20161130,Public,0
2641,10003,Registered building set,mortgage,20150618,Public,96000000
2642,10001,Registered building set,ownership transfer,20130527,Private,0
2642,10002,Registered building set,real distress,20160624,Public,0
2642,10003,Registered building set,real distress,20160725,Public,0
2642,10004,Registered building set,random auction,20161202,Public,0
2642,10005,Registered building set,mortgage,20150526,Private,232700000
2642,10006,Registered building set,the right of pledge,20170214,Public,232700000
2642,10007,Registered building set,mortgage,20150619,Private,100000000
2642,10008,Registered building set,mortgage,20160503,Private,100000000
2643,10001,Registered building set,ownership transfer,19981219,Private,0
2643,10002,Registered building set,provisional attachment,20160714,Public,153320000
2643,10003,Registered building set,compulsion,20161205,Public,0
2643,10004,Registered building set,mortgage,20120315,Public,136500000
2644,10001,Registered building set,ownership transfer,20150320,Private,0
2644,10002,Registered building set,real distress,20160907,Public,0
2644,10003,Registered building set,provisional attachment,20161114,Public,144000000
2644,10004,Registered building set,random auction,20161221,Public,0
2644,10005,Registered building set,provisional attachment,20170214,Public,40000000
2644,10006,Registered building set,real distress,20170728,Public,0
2644,10007,Registered building set,mortgage,20150320,Public,480000000
2644,10008,Registered building set,mortgage,20160331,Public,145350000
2644,10009,Registered building set,mortgage,20160512,Public,108000000
2644,10010,Registered building set,mortgage,20160530,Private,110000000
2644,10011,Registered building set,mortgage,20160609,Private,21000000
2645,10001,Registered building set,ownership transfer,20150320,Private,0
2645,10002,Registered building set,real distress,20160907,Public,0
2645,10003,Registered building set,provisional attachment,20161114,Public,144000000
2645,10004,Registered building set,random auction,20161221,Public,0
2645,10005,Registered building set,provisional attachment,20170214,Public,40000000
2645,10006,Registered building set,mortgage,20150320,Public,480000000
2645,10007,Registered building set,mortgage,20160331,Public,145350000
2645,10008,Registered building set,mortgage,20160512,Public,108000000
2645,10009,Registered building set,mortgage,20160530,Private,110000000
2645,10010,Registered building set,mortgage,20160609,Private,21000000
2645,10011,Registered building set,the right of lease,20161123,Private,20000000
2646,10001,Registered building set,ownership transfer,20150320,Private,0
2646,10002,Registered building set,real distress,20160907,Public,0
2646,10003,Registered building set,provisional attachment,20161114,Public,144000000
2646,10004,Registered building set,random auction,20161221,Public,0
2646,10005,Registered building set,provisional attachment,20170214,Public,40000000
2646,10006,Registered building set,mortgage,20150320,Public,480000000
2646,10007,Registered building set,mortgage,20160331,Public,145350000
2646,10008,Registered building set,mortgage,20160512,Public,108000000
2646,10009,Registered building set,mortgage,20160530,Private,110000000
2646,10010,Registered building set,mortgage,20160609,Private,21000000
2647,10001,Registered building set,ownership transfer,20141104,Private,0
2647,10002,Registered building set,provisional attachment,20161125,Public,14828673
2647,10003,Registered building set,compulsion,20170109,Public,0
2647,10004,Registered building set,provisional attachment,20170118,Public,4207647
2647,10005,Registered building set,random auction,20170210,Public,0
2647,10006,Registered building set,mortgage,20141104,Public,180000000
2648,10001,Registered building set,ownership transfer,20110607,Private,0
2648,10002,Registered building set,random auction,20170109,Private,0
2648,10003,Registered building set,mortgage,20130628,Public,91200000
2648,10004,Registered building set,mortgage,20150624,Private,70000000
2649,10001,Registered building set,ownership transfer,20100122,Private,0
2649,10002,Registered building set,real distress,20170103,Public,0
2649,10003,Registered building set,compulsion,20170110,Private,0
2649,10004,Registered building set,real distress,20170417,Public,0
2649,10005,Registered building set,mortgage,20160218,Public,286000000
2649,10006,Registered building set,mortgage,20160218,Public,81900000
2649,10007,Registered building set,mortgage,20160303,Private,39000000
2650,10001,Registered building set,ownership transfer,20030509,Private,0
2650,10002,Registered building set,provisional registration,20140923,Private,0
2650,10003,Registered building set,random auction,20170113,Public,0
2650,10004,Registered building set,mortgage,20060313,Public,6500000
2650,10005,Registered building set,mortgage,20060914,Public,26000000
2651,10001,Registered building set,ownership transfer,20161201,Private,0
2651,10002,Registered building set,provisional attachment,20161213,Public,20000000
2651,10003,Registered building set,provisional attachment,20170118,Public,16222922
2651,10004,Registered building set,random auction,20170125,Public,0
2651,10005,Registered building set,provisional attachment,20170202,Public,34145115
2651,10006,Registered building set,mortgage,20160729,Public,228000000
2652,10001,Registered building set,ownership transfer,19960828,Private,0
2652,10002,Registered building set,provisional attachment,19981111,Public,5505250
2652,10003,Registered building set,real distress,20030318,Public,0
2652,10004,Registered building set,provisional attachment,20030714,Public,2751671
2652,10005,Registered building set,provisional attachment,20031029,Public,2144220
2652,10006,Registered building set,real distress,20070611,Public,0
2652,10007,Registered building set,compulsion,20170124,Public,0
2652,10008,Registered building set,mortgage,19931201,Public,11200000
2652,10009,Registered building set,mortgage,19980305,Private,5600000
2652,19992,Registered land separately,,99999999,Private,0
2653,10001,Registered building set,ownership transfer,20110527,Private,0
2653,10002,Registered building set,random auction,20170126,Public,0
2653,10003,Registered building set,mortgage,20111125,Public,108000000
2653,10004,Registered building set,mortgage,20140821,Public,84000000
2653,10005,Registered building set,mortgage,20141203,Private,65000000
2654,10001,Registered building set,ownership transfer,20030418,Private,0
2654,10002,Registered building set,real distress,20161107,Public,0
2654,10003,Registered building set,provisional attachment,20170125,Public,255000000
2654,10004,Registered building set,random auction,20170202,Public,0
2654,10005,Registered building set,provisional attachment,20170208,Public,42500000
2654,10006,Registered building set,provisional attachment,20170220,Public,183500000
2654,10007,Registered building set,provisional attachment,20170315,Public,25415358
2654,10008,Registered building set,mortgage,20100615,Public,156000000
2654,10009,Registered building set,mortgage,20120615,Public,120000000
2655,10001,Registered building set,ownership transfer,20131030,Private,0
2655,10002,Registered building set,random auction,20170209,Private,0
2655,10003,Registered building set,mortgage,20140109,Public,143000000
2655,10004,Registered building set,mortgage,20160902,Private,292500000
2655,10005,Registered building set,mortgage,20161013,Private,34500000
2656,10001,Registered building set,ownership transfer,20020829,Private,0
2656,10002,Registered building set,real distress,20160907,Public,0
2656,10003,Registered building set,real distress,20160909,Public,0
2656,10004,Registered building set,random auction,20170210,Private,0
2656,10005,Registered building set,mortgage,20130418,Private,650000000
2656,10006,Registered building set,mortgage,20130905,Private,36000000
2657,10001,Registered building set,ownership transfer,20131230,Private,0
2657,10002,Registered building set,real distress,20150121,Public,0
2657,10003,Registered building set,real distress,20150721,Public,0
2657,10004,Registered building set,real distress,20160202,Public,0
2657,10005,Registered building set,real distress,20160818,Public,0
2657,10006,Registered building set,provisional attachment,20160919,Public,8535645
2657,10007,Registered building set,provisional attachment,20161213,Public,7064448
2657,10008,Registered building set,random auction,20170210,Public,0
2657,10009,Registered building set,real distress,20170404,Private,0
2657,10010,Registered building set,mortgage,20131230,Public,293800000
2657,10011,Registered building set,mortgage,20140723,Public,80000000
2658,10001,Registered building set,ownership transfer,20010619,Private,0
2658,10002,Registered building set,provisional attachment,20161025,Public,41895000
2658,10003,Registered building set,provisional attachment,20161125,Public,156644225
2658,10004,Registered building set,random auction,20170210,Public,0
2658,10005,Registered building set,mortgage,20110610,Public,360000000
2658,10006,Registered building set,mortgage,20160308,Private,130000000
2659,10001,Registered building set,ownership transfer,20120810,Private,0
2659,10002,Registered building set,real distress,20150622,Public,0
2659,10003,Registered building set,random auction,20170214,Public,0
2659,10004,Registered building set,mortgage,20130215,Public,87600000
2660,10001,Registered building set,ownership transfer,20110527,Private,0
2660,10002,Registered building set,provisional attachment,20161014,Public,29000000
2660,10003,Registered building set,real distress,20161110,Public,0
2660,10004,Registered building set,provisional attachment,20161125,Public,6570750
2660,10005,Registered building set,random auction,20170214,Public,0
2660,10006,Registered building set,provisional attachment,20170412,Public,30298719
2660,10007,Registered building set,mortgage,20110527,Public,158880000
2660,10008,Registered building set,mortgage,20130108,Public,180000000
2661,10001,Registered building set,ownership transfer,20110929,Private,0
2661,10002,Registered building set,provisional attachment,20160912,Private,92286817
2661,10003,Registered building set,random auction,20170220,Public,0
2661,10004,Registered building set,real distress,20170427,Public,0
2661,10005,Registered building set,real distress,20170808,Public,0
2661,10006,Registered building set,mortgage,20110209,Private,377000000
2661,10007,Registered building set,the right of pledge,20170404,Public,377000000
2661,10008,Registered building set,mortgage,20150416,Private,36000000
2661,10009,Registered building set,injunction,20160418,Private,0
2661,10010,Registered building set,mortgage,20150812,Private,100000000
2661,10011,Registered building set,injunction,20160418,Private,0
2661,10012,Registered building set,mortgage,20170215,Private,36000000
2661,10013,Registered building set,mortgage,20170215,Private,91000000
2662,10001,Registered building set,ownership transfer,20150728,Private,0
2662,10002,Registered building set,compulsion,20170220,Public,0
2662,10003,Registered building set,provisional attachment,20170317,Public,4494408
2662,10004,Registered building set,provisional attachment,20170320,Public,21057659
2662,10005,Registered building set,provisional attachment,20170323,Public,8709659
2662,10006,Registered building set,real distress,20170822,Public,0
2662,10007,Registered building set,right to lease on a deposit basis,20140212,Private,30000000
2663,10001,Registered building set,ownership transfer,20080603,Private,0
2663,10002,Registered building set,provisional attachment,20160804,Public,11618267
2663,10003,Registered building set,provisional attachment,20160804,Public,5392027
2663,10004,Registered building set,random auction,20170223,Public,0
2663,10005,Registered building set,mortgage,20160129,Public,80600000
2664,10001,Registered building set,ownership transfer,20160524,Private,0
2664,10002,Registered building set,provisional attachment,20160706,Public,0
2664,10003,Registered building set,random auction,20170228,Public,0
2664,10004,Registered building set,mortgage,20130228,Public,132000000
2664,10005,Registered building set,mortgage,20151126,Public,14850000
2664,10006,Registered building set,mortgage,20160325,Private,40000000
2665,10001,Registered building set,ownership transfer,19921114,Private,0
2665,10002,Registered building set,random auction,20170302,Private,0
2665,10003,Registered building set,random auction,20170320,Public,0
2665,10004,Registered building set,mortgage,20160428,Public,50400000
2665,10005,Registered building set,transfer,20170424,Private,0
2665,10006,Registered building set,the right of pledge,20170424,Public,50400000
2665,10007,Registered building set,mortgage,20160525,Private,9000000
2666,10001,Registered building set,ownership transfer,20010712,Private,0
2666,10002,Registered building set,random auction,20170306,Public,0
2666,10003,Registered building set,random auction,20170315,Public,0
2666,10004,Registered building set,provisional attachment,20170411,Public,22851309
2666,10005,Registered building set,provisional attachment,20170418,Public,9253583
2666,10006,Registered building set,provisional attachment,20170421,Public,30000000
2666,10007,Registered building set,mortgage,20120503,Public,149500000
2666,10008,Registered building set,the right of pledge,20170414,Public,149500000
2666,10009,Registered building set,the right of pledge,20170714,Public,26000000
2666,10010,Registered building set,mortgage,20170117,Public,150000000
2667,10001,Registered building set,ownership transfer,19960127,Private,0
2667,10002,Registered building set,provisional attachment,20170123,Private,14880000
2667,10003,Registered building set,provisional attachment,20170308,Public,12109217
2667,10004,Registered building set,provisional attachment,20170324,Private,208000000
2667,10005,Registered building set,random auction,20170327,Public,0
2667,10006,Registered building set,mortgage,20160908,Public,106600000
2667,10007,Registered building set,transfer,20170627,Public,0
2667,10008,Registered building set,the right of pledge,20170627,Public,106600000
2668,10001,Registered building set,ownership transfer,20160628,Private,0
2668,10002,Registered building set,random auction,20170330,Private,0
2668,10003,Registered building set,provisional attachment,20170425,Public,12651210
2668,10004,Registered building set,provisional attachment,20170516,Public,7684535
2668,10005,Registered building set,mortgage,20160920,Private,30000000
2668,10006,Registered building set,mortgage,20161212,Private,9000000
2669,10001,Registered building set,real distress,19991214,Public,0
2669,10002,Registered building set,ownership transfer,20170330,Private,0
2669,10003,Registered building set,compulsion,20170406,Public,0
2669,10004,Registered building set,mortgage,19800118,Private,1440000
2670,10001,Registered building set,real distress,20071224,Public,0
2670,10002,Registered building set,provisional registration,20160825,Private,0
2670,10003,Registered building set,random auction,20170413,Private,0
2671,10001,Registered building set,ownership transfer,20090810,Private,0
2671,10002,Registered building set,provisional attachment,20150421,Public,42657318
2671,10003,Registered building set,provisional attachment,20150730,Public,50000000
2671,10004,Registered building set,provisional attachment,20150731,Public,100000000
2671,10005,Registered building set,real distress,20160725,Public,0
2671,10006,Registered building set,provisional attachment,20160810,Public,15941077
2671,10007,Registered building set,real distress,20160811,Public,0
2671,10008,Registered building set,provisional attachment,20170329,Public,12478027
2671,10009,Registered building set,random auction,20170418,Public,0
2671,10010,Registered building set,real distress,20170511,Public,0
2671,10011,Registered building set,mortgage,20121107,Public,612000000
2671,10012,Registered building set,mortgage,20121107,Public,120000000
2672,10001,Registered building set,ownership transfer,20110419,Private,0
2672,10002,Registered building set,real distress,20160407,Public,0
2672,10003,Registered building set,random auction,20170421,Public,0
2672,10004,Registered building set,mortgage,20110419,Public,513600000
2672,10005,Registered building set,mortgage,20170419,Private,108000000
2673,10001,Registered building set,ownership transfer,20080404,Private,0
2673,10002,Registered building set,provisional attachment,20170316,Public,55230300
2673,10003,Registered building set,provisional attachment,20170322,Public,20000000
2673,10004,Registered building set,provisional attachment,20170322,Public,19272400
2673,10005,Registered building set,provisional attachment,20170323,Public,34000000
2673,10006,Registered building set,random auction,20170420,Public,0
2673,10007,Registered building set,real distress,20170905,Public,0
2673,10008,Registered building set,mortgage,20160316,Public,360000000
2674,10001,Registered building set,ownership transfer,20161014,Private,0
2674,10002,Registered building set,provisional attachment,20170410,Public,14104347
2674,10003,Registered building set,provisional attachment,20170413,Public,42500000
2674,10004,Registered building set,random auction,20170424,Public,0
2674,10005,Registered building set,real distress,20170512,Public,0
2674,10006,Registered building set,provisional attachment,20170516,Public,3504313
2674,10007,Registered building set,real distress,20170915,Private,0
2674,10008,Registered building set,mortgage,20161014,Public,240000000
2674,10009,Registered building set,mortgage,20170207,Public,450000000
2675,10001,Registered building set,ownership transfer,20150908,Private,0
2675,10002,Registered building set,provisional registration,20170208,Private,0
2675,10003,Registered building set,provisional attachment,20170313,Public,13496364
2675,10004,Registered building set,provisional attachment,20170316,Public,13156794
2675,10005,Registered building set,provisional attachment,20170410,Public,14104347
2675,10006,Registered building set,provisional attachment,20170413,Public,42500000
2675,10007,Registered building set,random auction,20170424,Public,0
2675,10008,Registered building set,real distress,20170512,Public,0
2675,10009,Registered building set,provisional attachment,20170526,Public,3504313
2675,10010,Registered building set,provisional attachment,20170622,Public,9797687
2675,10011,Registered building set,mortgage,20150908,Public,342000000
2675,10012,Registered building set,mortgage,20161222,Public,48000000
2676,10001,Registered building set,ownership transfer,20140912,Private,0
2676,10002,Registered building set,real distress,20161109,Public,0
2676,10003,Registered building set,real distress,20161116,Public,0
2676,10004,Registered building set,provisional attachment,20170210,Public,10043346
2676,10005,Registered building set,real distress,20170213,Public,0
2676,10006,Registered building set,provisional attachment,20170302,Public,26641960
2676,10007,Registered building set,provisional attachment,20170324,Public,382500000
2676,10008,Registered building set,random auction,20170426,Public,0
2676,10009,Registered building set,real distress,20170802,Public,0
2676,10010,Registered building set,mortgage,20150629,Public,1134000000
2676,10011,Registered building set,mortgage,20150629,Public,480000000
2677,10001,Registered building set,ownership transfer,20161207,Public,0
2677,10002,Registered building set,random auction,20170501,Public,0
2677,10003,Registered building set,mortgage,20161207,Public,10000000
2678,10001,Registered building set,ownership transfer,20080613,Public,0
2678,10002,Registered building set,provisional registration,20161202,Private,0
2678,10003,Registered building set,injunction,20170208,Public,0
2678,10004,Registered building set,provisional attachment,20170131,Public,1340000000
2678,10005,Registered building set,real distress,20170206,Public,0
2678,10006,Registered building set,real distress,20170413,Public,0
2678,10007,Registered building set,compulsion,20170530,Private,0
2678,10008,Registered building set,random auction,20170612,Public,0
2678,10009,Registered building set,mortgage,20081118,Public,225600000
2678,10010,Registered building set,mortgage,20120619,Public,600000000
2679,10001,Registered building set,ownership transfer,19980218,Private,0
2679,10002,Registered building set,provisional attachment,20170131,Public,251755000
2679,10003,Registered building set,provisional attachment,20170203,Public,300000000
2679,10004,Registered building set,provisional attachment,20170407,Public,10249046
2679,10005,Registered building set,provisional attachment,20170407,Public,32197830
2679,10006,Registered building set,provisional attachment,20170510,Public,750000000
2679,10007,Registered building set,random auction,20170517,Public,0
2679,10008,Registered building set,random auction,20170719,Public,0
2679,10009,Registered building set,real distress,20171208,Public,0
2679,10010,Registered building set,mortgage,20021223,Public,150000000
2679,10011,Registered building set,mortgage,20071116,Public,520000000
2679,10012,Registered building set,mortgage,20150320,Public,3000000000
2680,10001,Registered building set,ownership transfer,20170516,Private,0
2680,10002,Registered building set,compulsion,20170526,Public,0
2681,10001,Registered building set,ownership transfer,20101012,Private,0
2681,10002,Registered building set,provisional attachment,20160616,Public,533310510
2681,10003,Registered building set,random auction,20170601,Private,0
2681,10004,Registered building set,mortgage,20101228,Public,60000000
2681,10005,Registered building set,mortgage,20110701,Private,150000000
2682,10001,Registered building set,ownership transfer,20140203,Private,0
2682,10002,Registered building set,provisional attachment,20170308,Public,17344157
2682,10003,Registered building set,provisional attachment,20170322,Public,9354419
2682,10004,Registered building set,provisional attachment,20170515,Public,30000000
2682,10005,Registered building set,random auction,20170612,Public,0
2682,10006,Registered building set,mortgage,20160719,Public,114000000
2682,10007,Registered building set,the right of pledge,20170925,Public,114000000
2682,10008,Registered building set,mortgage,20160719,Public,60000000
2682,10009,Registered building set,the right of pledge,20170925,Public,60000000
2683,10001,Registered building set,ownership transfer,20130830,Private,0
2683,10002,Registered building set,provisional attachment,20161130,Public,50000000
2683,10003,Registered building set,real distress,20170330,Public,0
2683,10004,Registered building set,provisional attachment,20170330,Public,37878763
2683,10005,Registered building set,provisional attachment,20170512,Public,30000000
2683,10006,Registered building set,provisional attachment,20170517,Public,50000000
2683,10007,Registered building set,provisional attachment,20170524,Public,90000000
2683,10008,Registered building set,random auction,20170615,Public,0
2683,10009,Registered building set,provisional attachment,20170705,Public,8786461
2683,10010,Registered building set,provisional attachment,20170720,Public,9745580
2683,10011,Registered building set,real distress,20171011,Public,0
2683,10012,Registered building set,real distress,20171213,Public,0
2683,10013,Registered building set,mortgage,20150723,Public,280800000
2683,10014,Registered building set,mortgage,20151113,Public,100000000
2683,10015,Registered building set,mortgage,20160829,Private,50000000
2684,10001,Registered building set,ownership transfer,20081007,Private,0
2684,10002,Registered building set,provisional attachment,20170411,Public,10286540
2684,10003,Registered building set,provisional attachment,20170526,Public,23922915
2684,10004,Registered building set,random auction,20170619,Public,0
2684,10005,Registered building set,mortgage,20110705,Public,100800000
2684,10006,Registered building set,mortgage,20161021,Public,79500000
2684,10007,Registered building set,the right of pledge,20170802,Public,79500000
2685,10001,Registered building set,ownership transfer,20161031,Private,0
2685,10002,Registered building set,provisional attachment,20170615,Public,30012960
2685,10003,Registered building set,random auction,20170620,Public,0
2685,10004,Registered building set,provisional attachment,20170725,Public,25160138
2685,10005,Registered building set,mortgage,20161109,Private,151200000
2685,10006,Registered building set,the right of pledge,20170926,Public,151200000
2685,10007,Registered building set,the right of pledge,20170926,Public,25000000
2685,10008,Registered building set,mortgage,20161116,Private,60000000
2686,10001,Registered building set,ownership transfer,20150630,Private,0
2686,10002,Registered building set,real distress,20170614,Public,0
2686,10003,Registered building set,provisional attachment,20170620,Public,61436946
2686,10004,Registered building set,compulsion,20170629,Private,0
2686,10005,Registered building set,provisional attachment,20170714,Public,70143835
2686,10006,Registered building set,provisional attachment,20170727,Public,29562967
2686,10007,Registered building set,provisional attachment,20170731,Public,100000000
2686,10008,Registered building set,random auction,20171219,Public,0
2686,10009,Registered building set,mortgage,20161006,Public,260400000
2687,10001,Registered building set,ownership transfer,20131220,Private,0
2687,10002,Registered building set,real distress,20161102,Public,0
2687,10003,Registered building set,real distress,20170223,Public,0
2687,10004,Registered building set,real distress,20170224,Public,0
2687,10005,Registered building set,real distress,20170224,Public,0
2687,10006,Registered building set,real distress,20170224,Public,0
2687,10007,Registered building set,real distress,20170227,Public,0
2687,10008,Registered building set,real distress,20170302,Public,0
2687,10009,Registered building set,real distress,20170306,Public,0
2687,10010,Registered building set,real distress,20170307,Public,0
2687,10011,Registered building set,real distress,20170309,Public,0
2687,10012,Registered building set,real distress,20170315,Public,0
2687,10013,Registered building set,real distress,20170316,Public,0
2687,10014,Registered building set,real distress,20170317,Public,0
2687,10015,Registered building set,real distress,20170320,Public,0
2687,10016,Registered building set,real distress,20170331,Public,0
2687,10017,Registered building set,real distress,20170410,Public,0
2687,10018,Registered building set,real distress,20170413,Public,0
2687,10019,Registered building set,real distress,20170413,Public,0
2687,10020,Registered building set,real distress,20170419,Public,0
2687,10021,Registered building set,provisional attachment,20170523,Public,935000000
2687,10022,Registered building set,random auction,20170704,Public,0
2687,10023,Registered building set,real distress,20170824,Public,0
2687,10024,Registered building set,real distress,20171016,Public,0
2687,10025,Registered building set,real distress,20171017,Public,0
2687,10026,Registered building set,real distress,20171031,Public,0
2687,10027,Registered building set,mortgage,20150429,Public,2100000000
2687,10028,Registered building set,the right of pledge,20170609,Public,2100000000
2687,10029,Registered building set,the right of pledge,20170619,Private,100000000
2687,10030,Registered building set,the right of pledge,20170619,Private,50000000
2687,10031,Registered building set,the right of pledge,20170809,Public,30000000
2688,10001,Registered building set,ownership transfer,20131227,Private,0
2688,10002,Registered building set,real distress,20161102,Public,0
2688,10003,Registered building set,real distress,20170214,Public,0
2688,10004,Registered building set,real distress,20170223,Public,0
2688,10005,Registered building set,real distress,20170224,Public,0
2688,10006,Registered building set,real distress,20170224,Public,0
2688,10007,Registered building set,real distress,20170224,Public,0
2688,10008,Registered building set,real distress,20170224,Public,0
2688,10009,Registered building set,real distress,20170227,Public,0
2688,10010,Registered building set,real distress,20170302,Public,0
2688,10011,Registered building set,real distress,20170306,Public,0
2688,10012,Registered building set,real distress,20170307,Public,0
2688,10013,Registered building set,real distress,20170309,Public,0
2688,10014,Registered building set,real distress,20170315,Public,0
2688,10015,Registered building set,real distress,20170316,Public,0
2688,10016,Registered building set,real distress,20170317,Public,0
2688,10017,Registered building set,real distress,20170320,Public,0
2688,10018,Registered building set,real distress,20170320,Public,0
2688,10019,Registered building set,real distress,20170331,Public,0
2688,10020,Registered building set,real distress,20170410,Public,0
2688,10021,Registered building set,real distress,20170413,Public,0
2688,10022,Registered building set,real distress,20170413,Public,0
2688,10023,Registered building set,provisional attachment,20170523,Public,935000000
2688,10024,Registered building set,random auction,20170704,Public,0
2688,10025,Registered building set,real distress,20170824,Public,0
2688,10026,Registered building set,real distress,20171016,Public,0
2688,10027,Registered building set,real distress,20171017,Public,0
2688,10028,Registered building set,real distress,20171031,Public,0
2688,10029,Registered building set,mortgage,20150429,Public,2100000000
2688,10030,Registered building set,the right of pledge,20170609,Public,2100000000
2688,10031,Registered building set,the right of pledge,20170809,Public,30000000
2689,10001,Registered building set,ownership transfer,20170721,Private,0
2689,10002,Registered building set,random auction,20170801,Public,0
2689,10003,Registered building set,provisional attachment,20170919,Public,4679990
2689,10004,Registered building set,provisional attachment,20170927,Public,3830036
2689,10005,Registered building set,mortgage,20161014,Public,227000000
2690,10001,Registered building set,ownership transfer,19950522,Private,0
2690,10002,Registered building set,compulsion,20170712,Public,0
2690,10003,Registered building set,provisional attachment,20170922,Public,95000000
2690,10004,Registered building set,mortgage,20000726,Public,10000000
2690,10005,Registered building set,mortgage,20060728,Public,30000000
2690,10006,Registered building set,mortgage,20170717,Private,30000000
2691,10001,Registered building set,ownership transfer,20050401,Private,0
2691,10002,Registered building set,provisional registration,20130520,Private,0
2691,10003,Registered building set,real distress,20140812,Public,0
2691,10004,Registered building set,real distress,20151123,Public,0
2691,10005,Registered building set,provisional attachment,20170608,Public,68794011
2691,10006,Registered building set,random auction,20170802,Public,0
2691,10007,Registered building set,mortgage,20120730,Public,138000000
2691,10008,Registered building set,mortgage,20120731,Private,60000000
2692,10001,Registered building set,ownership transfer,20031118,Private,0
2692,10002,Registered building set,real distress,20160627,Public,0
2692,10003,Registered building set,real distress,20160628,Public,0
2692,10004,Registered building set,provisional attachment,20170103,Public,17660000
2692,10005,Registered building set,random auction,20170825,Public,0
2692,10006,Registered building set,real distress,20171013,Public,0
2692,10007,Registered building set,real distress,20171205,Public,0
2692,10008,Registered building set,mortgage,20140106,Public,312000000
2692,10009,Registered building set,mortgage,20140902,Public,30000000
2693,10001,Registered building set,ownership transfer,20080226,Private,0
2693,10002,Registered building set,provisional attachment,20160527,Public,170000000
2693,10003,Registered building set,provisional attachment,20160601,Public,201466810
2693,10004,Registered building set,provisional attachment,20160607,Public,20105116
2693,10005,Registered building set,provisional attachment,20160607,Public,80420464
2693,10006,Registered building set,provisional attachment,20160623,Public,31453196
2693,10007,Registered building set,compulsion,20170119,Public,0
2693,10008,Registered building set,mortgage,20130313,Public,156000000
2693,10009,Registered building set,mortgage,20131204,Public,132000000
2693,10010,Registered building set,mortgage,20160425,Private,120000000
2694,10001,Registered building set,ownership transfer,20070222,Private,0
2694,10002,Registered building set,provisional attachment,20161208,Public,21672128
2694,10003,Registered building set,random auction,20170119,Public,0
2694,10004,Registered building set,provisional attachment,20170202,Public,12469510
2694,10005,Registered building set,mortgage,20141215,Public,216000000
2694,10006,Registered building set,mortgage,20160125,Private,60000000
2695,10001,Registered building set,ownership transfer,20061222,Private,0
2695,10002,Registered building set,provisional attachment,20161020,Public,88518260
2695,10003,Registered building set,provisional attachment,20161107,Public,100000000
2695,10004,Registered building set,provisional attachment,20161219,Public,500000000
2695,10005,Registered building set,random auction,20170123,Public,0
2695,10006,Registered building set,real distress,20171214,Public,0
2695,10007,Registered building set,mortgage,20120430,Public,480000000
2695,10008,Registered building set,mortgage,20150417,Public,218900000
2696,10001,Registered building set,ownership transfer,20141023,Private,0
2696,10002,Registered building set,real distress,20170214,Public,0
2696,10003,Registered building set,compulsion,20170412,Public,0
2697,10001,Registered building set,ownership transfer,20100622,Private,0
2697,10002,Registered building set,real distress,20131016,Public,0
2697,10003,Registered building set,real distress,20131025,Public,0
2697,10004,Registered building set,provisional attachment,20140722,Private,10000000
2697,10005,Registered building set,real distress,20160530,Public,0
2697,10006,Registered building set,provisional attachment,20161221,Public,113631000
2697,10007,Registered building set,provisional attachment,20170329,Public,123117240
2697,10008,Registered building set,random auction,20170421,Public,0
2697,10009,Registered building set,mortgage,20110630,Public,168000000
2697,10010,Registered building set,mortgage,20111215,Public,43200000
2697,10011,Registered building set,mortgage,20121126,Public,40000000
2698,10001,Registered building set,ownership transfer,20151120,Private,0
2698,10002,Registered building set,random auction,20170705,Public,0
2698,10003,Registered building set,provisional attachment,20170710,Public,21766266
2698,10004,Registered building set,mortgage,20170308,Public,153400000
2699,10001,Registered building set,ownership transfer,19981228,Private,0
2699,10002,Registered building set,provisional attachment,20170206,Public,90000000
2699,10003,Registered building set,random auction,20170306,Public,0
2699,10004,Registered building set,provisional attachment,20170309,Public,29086270
2699,10005,Registered building set,provisional attachment,20170330,Public,5664620
2699,10006,Registered building set,provisional attachment,20170411,Public,14819526
2699,10007,Registered building set,provisional attachment,20170417,Public,50299104
2699,10008,Registered building set,mortgage,20170102,Public,147000000
2700,10001,Registered building set,ownership transfer,20060220,Private,0
2700,10002,Registered building set,provisional attachment,20161206,Private,19432600
2700,10003,Registered building set,provisional attachment,20161213,Public,580930000
2700,10004,Registered building set,provisional attachment,20161220,Private,73925900
2700,10005,Registered building set,provisional attachment,20161223,Private,41580000
2700,10006,Registered building set,provisional attachment,20161227,Private,265049650
2700,10007,Registered building set,provisional attachment,20170116,Public,604125627
2700,10008,Registered building set,random auction,20170308,Public,0
2700,10009,Registered building set,real distress,20170522,Private,0
2700,10010,Registered building set,real distress,20170608,Public,0
2700,10011,Registered building set,mortgage,20120716,Public,286000000
2700,10012,Registered building set,mortgage,20150213,Public,120000000
2701,10001,Registered building set,ownership transfer,19990901,Private,0
2701,10002,Registered building set,provisional attachment,20170106,Private,65154529
2701,10003,Registered building set,provisional attachment,20170131,Public,118869379
2701,10004,Registered building set,provisional attachment,20170220,Public,13750645
2701,10005,Registered building set,random auction,20170309,Public,0
2701,10006,Registered building set,provisional attachment,20170320,Public,40045682
